Datetime,173,176,213,248,55N,59U,59V,59Z,61O,61P,62A,62B,62R,63Z,64A,65U,65Z,66K,67M,67X,68J,68K,691,AF4,C02,C23,CZ7,F0F,F0G,F15,F79,F80,FK0,FL0,H23,H28,J80,J81,K35,L50,L51,M74,M75,O32,O54,P31,S71,SE6,SI8,T06,T32,UF4,UN8,UW4,UW8,V09,V55,Y52
2015/10/2 00:00,14.245,10.23,17.01,12.75,7990.300589,378.9747945,587.1954165,5245.30293,1622.33042,461.6029876,1111.394148,1105.70018,1235.27728,452.5814475,466.7853788,1190.637347,27083.93269,283.4850825,306.6943875,9261.175818,427.3827735,579.317302,1649.850024,1096.92812,27736.77728,27743.56112,12.62,427.3827735,579.317302,5245.30293,1622.33042,461.6029876,9.35,11.49,14.39,8.58,1445.60814,980.4273555,10.91,1330.224738,1323.36061,1273.017381,1399.521092,36.50492115,36.48432258,11.97,1190.432454,621.7382424,575.2197644,7391.50052,1637.91381,22.67,14.87,10.07,7.31,25639.98236,7815.89924,651.5183475
2015/10/5 00:00,14.348,10.33,17.04,12.75,8120.151942,387.5099537,597.7659505,5346.33048,1652.742163,477.1591785,1117.779095,1124.016213,1235.27728,463.678662,482.3577999,1206.884603,27407.20416,285.467646,309.5591352,9370.929258,437.27703,601.554762,1666.60302,1100.898551,28024.01229,28042.84915,12.62,437.27703,601.554762,5346.33048,1652.742163,477.1591785,9.35,11.56,14.39,8.58,1458.690168,988.411098,10.98,1338.232722,1345.700282,1295.199389,1421.397863,36.7972746,36.67814094,12.04,1206.711386,621.7382424,575.2197644,7470.671795,1654.062245,22.67,14.87,10.07,7.31,26197.67939,7953.16162,656.4105756
2015/10/6 00:00,14.355,10.31,17.03,12.75,8112.717396,386.7135518,598.1362832,5329.209836,1646.19226,470.8122375,1103.39017,1097.454094,1235.27728,462.765131,479.6745855,1208.788634,27210.26033,286.552074,310.5960986,9303.390669,437.0742554,595.6236385,1678.470539,1096.618319,28047.19001,28036.0379,12.62,437.0742554,595.6236385,5329.209836,1646.19226,470.8122375,9.35,11.46,14.39,8.58,1455.486914,987.7812298,10.94,1320.774502,1313.473827,1299.81104,1423.867375,36.85652538,36.77083668,12.08,1208.583718,621.7382424,575.2197644,7437.179116,1642.239817,22.67,14.87,10.07,7.31,26308.7741,7938.809931,658.4110298
2015/10/7 00:00,14.786,10.65,17.31,12.75,8350.484321,399.9869827,614.5099158,5427.173804,1685.678211,483.922646,1132.441778,1132.600636,1235.27728,479.6030636,498.3295034,1230.729178,27993.50054,292.561156,321.8172716,9571.023166,443.1150992,606.1962306,1729.398024,1116.492264,28812.01434,28768.64719,12.62,443.1150992,606.1962306,5427.173804,1685.678211,483.922646,9.35,11.64,14.39,8.58,1500.279906,1011.472671,11.19,1355.64293,1355.722222,1342.423584,1447.355921,37.86859008,37.76721,12.42,1230.62881,621.7382424,575.2197644,7616.780388,1686.335652,22.67,14.87,10.07,7.31,26912.33915,8129.255492,672.8906588
2015/10/8 00:00,14.658,10.54,17.33,12.99,8273.348055,394.2693006,610.4242746,5426.86956,1685.548893,484.7093148,1134.320859,1135.562297,1279.795128,474.358332,494.7224376,1220.060142,27858.69692,292.36767,317.662401,9524.615982,442.165038,605.9793576,1701.64554,1103.691239,28518.00244,28502.91033,12.8,442.165038,605.9793576,5426.86956,1685.548893,484.7093148,9.73,11.65,14.63,8.86,1491.732123,1005.547683,11.1,1358.031402,1359.559562,1326.924199,1432.930086,37.3836414,37.39304195,12.31,1219.804453,643.9414357,595.7599007,7540.786365,1667.481228,23.47,15.19,10.23,7.45,26738.83019,8115.995118,672.117138
2015/10/9 00:00,14.658,10.54,17.33,12.99,8327.879553,397.1929773,614.2020591,5482.71507,1702.631049,485.821884,1132.021338,1125.178318,1279.795128,477.314859,498.0601452,1224.002178,27984.84207,295.324197,318.976413,9567.649875,445.450068,605.9793576,1710.186618,1106.243708,28755.83861,28567.43935,12.8,445.450068,605.9793576,5482.71507,1702.631049,485.821884,9.73,11.65,14.63,8.86,1503.558231,1012.446246,11.1,1355.403378,1347.321301,1333.599614,1431.616074,37.3836414,37.39304195,12.31,1223.746416,643.9414357,595.7599007,7571.99415,1677.007815,23.47,15.19,10.23,7.45,26840.66612,8167.570089,678.687198
2015/10/12 00:00,14.851,10.7,17.67,13.32,8349.045457,398.4697695,617.1755582,5460.318708,1703.541293,489.810915,1132.112591,1134.493965,1282.380431,481.888592,506.4837525,1222.955102,28097.03532,295.9707636,321.6931952,9604.8862,442.816544,606.891285,1723.728518,1107.995369,28923.08353,28952.56757,13.08,442.816544,606.891285,5460.318708,1703.541293,489.810915,10.06,11.77,14.88,9.04,1513.71626,1015.873248,11.18,1355.474465,1358.280495,1354.57542,1438.176967,37.80220644,37.7981128,12.44,1222.89985,645.1120725,596.8450692,7571.511702,1682.377267,24.1,15.72,10.41,7.73,26791.37771,8219.782098,680.1792356
2015/10/13 00:00,14.852,10.68,17.64,13.36,8391.351032,398.1398303,617.81899,5480.520318,1711.59858,492.731712,1128.515743,1131.043248,1284.157282,481.5917197,507.662976,1225.750781,28145.45109,296.9433649,323.1346209,9621.357892,445.9061334,611.8085424,1720.765519,1109.81846,28912.20011,28965.53232,13.19,445.9061334,611.8085424,5480.520318,1711.59858,492.731712,10.22,11.85,14.95,9.07,1506.979392,1011.309872,11.18,1351.46881,1354.265645,1355.012208,1448.703848,37.74814771,37.78038945,12.42,1225.523277,645.981138,597.6484489,7591.208161,1689.990793,24.17,15.61,10.41,7.76,27116.46212,8236.16784,682.9370002
2015/10/14 00:00,14.757,10.6,17.46,13.2,8314.843598,393.4939569,613.9789216,5428.63189,1687.525257,483.5712595,1119.45069,1112.02719,1273.492212,477.379089,502.9887927,1218.331681,27925.0396,294.67845,320.87209,9545.617257,439.7257315,600.4498728,1695.71077,1100.342429,28654.8599,28649.82341,13.04,439.7257315,600.4498728,5428.63189,1687.525257,483.5712595,10.15,11.79,14.79,8.98,1502.205254,1009.764822,11.08,1340.459527,1331.594681,1335.328822,1433.446949,37.4569052,37.39385232,12.28,1218.243143,640.5883856,592.6572986,7563.41355,1675.738119,23.85,15.44,10.16,7.61,26915.6022,8210.396458,677.760435
2015/10/15 00:00,14.898,10.73,17.71,13.41,8405.724219,398.8321075,621.9093434,5491.731168,1707.564874,491.4823048,1139.891245,1145.925887,1283.977782,481.0133328,508.557974,1226.876112,28406.72598,296.6573456,320.0264144,9710.172657,445.6351592,611.3831994,1716.977416,1113.627008,28935.45116,28938.43356,13.2,445.6351592,611.3831994,5491.731168,1707.564874,491.4823048,10.39,11.88,14.94,9.11,1520.287754,1022.72133,11.21,1365.143102,1372.364109,1356.030861,1441.741717,37.9747368,38.0455563,12.38,1226.638839,645.8366733,597.5146322,7626.755259,1694.257488,24.22,15.65,10.31,7.77,27025.67893,8227.210499,682.2469808
2015/10/16 00:00,14.993,10.81,17.9,13.59,8481.579227,402.0241899,627.0576203,5542.134895,1726.350641,496.2188922,1148.733415,1150.20805,1289.256601,485.3024867,509.5203666,1242.348362,28592.54028,298.3976442,319.8510696,9773.335477,450.1968815,617.040618,1735.127042,1120.424645,29221.84076,29273.95876,13.35,450.1968815,617.040618,5542.134895,1726.350641,496.2188922,10.55,11.97,15.03,9.18,1532.619709,1027.814108,11.31,1375.619641,1377.441571,1362.29267,1456.557564,38.16109306,38.12374752,12.51,1242.088638,648.4655384,599.9450413,7714.781795,1714.323721,24.53,15.82,10.38,7.87,27413.57704,8310.601927,685.859509
2015/10/19 00:00,15.011,10.82,17.72,13.48,8471.160646,403.0211976,626.5112343,5511.0685,1717.184109,495.3098345,1142.412082,1145.288911,1283.086968,486.5949305,510.7767587,1236.748608,28525.61474,297.2735185,318.6694315,9749.728538,448.017451,615.3626271,1735.014036,1115.112842,29189.21222,29291.40835,13.22,448.017451,615.3626271,5511.0685,1717.184109,495.3098345,10.45,11.91,14.97,9.16,1534.022126,1026.031283,11.29,1368.365891,1371.768873,1361.08933,1467.240943,38.0587907,38.18736108,12.59,1236.704388,645.2812853,597.0010834,7663.30284,1709.403777,24.41,15.73,10.35,7.78,27317.06983,8311.98802,683.6966745
2015/10/20 00:00,14.99,10.83,17.95,13.7,8484.45458,402.8961821,625.3619753,5526.6966,1722.37874,494.65028,1147.277194,1148.400762,1287.268419,486.024201,509.785102,1235.70434,28601.9553,297.1412172,319.2480036,9775.425886,449.6130234,615.359714,1736.032932,1116.659295,29263.2083,29193.96421,13.47,449.6130234,615.359714,5526.6966,1722.37874,494.65028,10.59,12.04,15.12,9.22,1536.421655,1026.665168,11.29,1374.196855,1375.423092,1361.395696,1479.20409,38.06918658,38.14608123,12.56,1235.392877,647.3582277,598.9216085,7651.548893,1712.950846,24.7,15.88,10.48,7.94,27489.78889,8387.89994,683.3597796
2015/10/21 00:00,14.99,10.83,17.95,13.32,8484.45458,402.8961821,625.3619753,5508.820368,1719.390092,494.9691656,1140.508141,1143.945192,1287.268419,486.4171176,511.2583528,1235.70434,28601.9553,296.278164,319.7199528,9775.425886,448.6497912,615.6572344,1727.855183,1116.659295,29257.63149,29285.73733,12.96,448.6497912,615.6572344,5508.820368,1719.390092,494.9691656,10.17,11.89,15.12,9.22,1536.421655,1026.665168,11.29,1366.135358,1370.142769,1356.815252,1477.483855,38.06918658,38.14608123,12.56,1235.392877,647.3582277,598.9216085,7651.548893,1712.950846,24.07,15.88,10.08,7.55,27489.78889,8387.89994,681.4397772
2015/10/22 00:00,14.969,10.8,17.88,13.52,8463.004486,407.0498106,626.9690519,5548.600996,1731.529281,504.8723329,1157.727518,1179.635868,1285.877667,484.971894,506.7189764,1236.106814,28567.62049,298.1679052,320.3753724,9763.121058,451.6606932,627.4894613,1728.263477,1116.70902,29167.2221,29152.59161,13.28,451.6606932,627.4894613,5548.600996,1731.529281,504.8723329,10.4,12.06,14.9,9.11,1531.662076,1025.789036,11.29,1386.660378,1413.051606,1349.896399,1473.204184,38.11193268,38.19050312,12.52,1236.129964,646.6063314,598.2267109,7681.497588,1709.321814,24.46,15.83,10.36,7.78,27369.72358,8366.010107,685.81884
2015/10/23 00:00,15.078,10.86,18.08,13.67,8498.266237,406.9986103,632.6393161,5592.24804,1748.227774,506.4988576,1162.342253,1173.039794,1293.122825,489.9719649,503.2474384,1246.551104,28820.23551,298.7951133,325.4558307,9849.184295,455.8332414,629.3302496,1741.074899,1123.167254,29438.6341,29491.09468,13.44,455.8332414,629.3302496,5592.24804,1748.227774,506.4988576,10.54,12.17,15.02,9.16,1541.444649,1031.964842,11.36,1392.209657,1404.974363,1335.972022,1488.123214,38.39793567,38.65633621,12.65,1246.412103,650.2223843,601.5698264,7726.080824,1718.966011,24.72,15.96,10.57,7.91,27579.53676,8414.707647,687.3262998
2015/10/26 00:00,15.154,10.94,18.26,13.77,8618.57908,410.1920313,637.8402681,5602.894104,1749.228118,502.594532,1159.501436,1159.94479,1293.122825,493.5649272,504.402426,1259.915242,28914.92396,302.2226592,325.4558307,9880.783887,457.91312,626.9776392,1741.074899,1123.167254,29438.6341,29491.09468,13.71,457.91312,626.9776392,5602.894104,1749.228118,502.594532,10.73,12.26,15.22,9.24,1551.344234,1039.462782,11.44,1388.785077,1389.18575,1335.972022,1511.113296,38.62824248,38.63731585,12.67,1259.768505,650.2223843,601.5698264,7770.458566,1733.201159,25.11,16.03,10.69,8.02,27863.03211,8496.577942,695.0467
2015/10/27 00:00,15.122,10.89,18.23,13.78,8626.48776,408.9412664,635.0598092,5574.540954,1739.348271,500.1845785,1151.178651,1152.049679,1299.822184,491.7751545,502.3514431,1259.009748,28840.24379,302.9073543,326.1073782,9855.108744,455.5046946,624.4181489,1758.300403,1128.655022,29676.7517,29651.37519,13.72,455.5046946,624.4181489,5574.540954,1739.348271,500.1845785,10.79,12.29,15.26,9.22,1543.945253,1032.891205,11.43,1379.257759,1380.29275,1342.37262,1510.615641,38.42708184,38.53877446,12.66,1258.83382,653.4825887,604.5893552,7755.01644,1728.565161,25.11,15.98,10.77,8.04,27715.53278,8447.096026,696.9809997
2015/10/28 00:00,14.991,10.8,18.06,13.54,8537.598872,404.0323877,630.4814113,5559.898806,1730.400016,496.0487622,1143.031518,1155.28096,1291.975356,484.7342698,494.604661,1253.18354,28761.11792,300.0580308,322.9382728,9827.71766,454.6630946,620.963516,1744.128162,1120.164351,29412.87795,29358.21637,13.55,454.6630946,620.963516,5559.898806,1730.400016,496.0487622,10.56,12.16,15.15,9.14,1530.361329,1026.996005,11.33,1369.219053,1384.171,1330.739256,1498.655851,38.17731808,38.13562721,12.53,1253.007366,649.5112355,600.9136015,7692.664221,1710.134659,24.82,15.83,10.6,7.91,27492.57193,8374.495433,690.0027266
2015/10/29 00:00,14.933,10.75,18.03,13.63,8528.768267,402.2892313,628.4701418,5526.384246,1722.641653,493.086693,1137.147198,1130.797795,1287.286113,486.269244,490.215737,1250.171942,28617.93069,299.9755539,320.6748528,9778.611649,451.7704125,616.1789315,1740.712469,1117.252872,29259.2804,29155.99366,13.63,451.7704125,616.1789315,5526.384246,1722.641653,493.086693,10.68,12.18,15.18,9.16,1524.191232,1023.136774,11.34,1362.211004,1354.732363,1313.103501,1498.563528,38.01442671,38.05703406,12.5,1250.147819,647.1290813,598.7091499,7663.340437,1702.270914,24.95,15.91,10.68,7.96,27800.1441,8397.015587,689.6480697
2015/10/30 00:00,14.854,10.71,18.02,13.72,8493.45811,400.6125358,624.4871413,5500.918878,1716.864008,491.7166804,1124.785381,1124.02684,1279.667245,481.5354152,488.4722155,1245.825277,28441.42351,299.4835382,319.820865,9717.633975,448.7332752,612.4828739,1738.841441,1109.866967,29136.50086,29063.55608,13.7,448.7332752,612.4828739,5500.918878,1716.864008,491.7166804,10.78,12.19,15.16,9.18,1520.70721,1020.802597,11.3,1347.511911,1346.81343,1319.776222,1487.249028,37.82086742,37.83878785,12.41,1245.646473,643.2696467,595.1390667,7629.121721,1694.886574,24.99,15.95,10.67,7.97,27469.82412,8365.857786,688.5169186
2015/11/2 00:00,14.714,10.64,17.78,13.51,8410.291482,396.7100102,619.9002923,5490.59219,1709.347652,491.4811897,1128.876225,1131.381754,1271.075364,477.4001195,486.4255419,1231.620322,28349.84493,296.7799235,314.776501,9685.758011,447.623964,613.5389723,1721.454441,1100.552884,28911.99257,28972.47307,13.58,447.623964,613.5389723,5490.59219,1709.347652,491.4811897,10.56,12.06,15.02,9.11,1510.076458,1013.370919,11.16,1352.688207,1355.635846,1311.940604,1486.844512,37.53104435,37.60204038,12.32,1231.376854,638.871957,591.0697751,7525.187079,1679.898707,24.65,15.7,10.44,7.84,27394.39027,8341.250066,682.561103
2015/11/3 00:00,14.792,10.71,17.79,13.41,8457.386527,398.8409918,624.6714494,5513.63007,1712.814075,495.530178,1128.499788,1134.900756,1277.041549,478.2829398,486.540153,1240.07739,28328.31355,298.1927742,318.0940425,9678.21515,449.5729134,619.952124,1725.211586,1108.252694,29097.28551,29230.16729,13.52,449.5729134,619.952124,5513.63007,1712.814075,495.530178,10.51,12.06,14.97,9.13,1518.042646,1021.81594,11.19,1351.981243,1359.651381,1313.262852,1494.226374,37.68190965,37.77588507,12.42,1239.962102,641.8452652,593.821221,7551.715694,1683.451548,24.54,15.6,10.33,7.79,27448.41649,8386.916462,686.1043809
2015/11/4 00:00,15.069,10.94,18.35,13.92,8614.543122,408.285471,638.895379,5612.865888,1747.094144,505.2854406,1145.715656,1152.749225,1300.577951,490.2294016,495.308013,1259.146395,29290.8808,304.4376736,324.9725488,10007.00323,456.6565104,629.6469489,1763.391664,1130.777349,29726.35053,29738.79197,13.98,456.6565104,629.6469489,5612.865888,1747.094144,505.2854406,10.9,12.38,15.3,9.33,1550.546053,1043.693181,11.45,1372.577134,1380.804713,1331.273911,1514.691509,38.52733728,38.72867481,12.67,1259.045584,653.6478941,604.7422961,7740.99605,1726.233318,25.36,16.23,10.73,8.13,28035.97176,8549.027091,700.79336
2015/11/5 00:00,15.085,11.01,18.37,14.03,8681.404734,409.9897592,638.819731,5630.774684,1756.631568,503.6378655,1153.965271,1150.665229,1302.750558,492.406502,493.6999795,1265.860968,29188.41784,304.6049524,324.8901372,9971.477051,460.0156424,628.926214,1772.990588,1132.377908,29933.08044,29863.70235,13.99,460.0156424,628.926214,5630.774684,1756.631568,503.6378655,10.92,12.41,15.26,9.34,1561.632049,1051.557806,11.53,1382.66437,1378.526758,1328.482404,1521.71604,38.67272328,38.68177026,12.7,1265.922658,654.7141548,605.7287053,7733.563115,1732.093038,25.51,16.64,10.75,8.11,28217.6736,8565.255692,700.4932364
2015/11/6 00:00,14.891,11.02,18.44,14.29,8655.496101,407.8180428,632.5434587,5593.587762,1751.06463,509.2516,1152.429638,1167.36136,1296.321328,489.9707946,492.87008,1262.730344,29104.98526,302.754165,323.7014802,9942.77408,460.5136326,638.16704,1774.957661,1125.545068,29936.98644,29944.70632,14.25,460.5136326,638.16704,5593.587762,1751.06463,509.2516,11.13,12.47,15.36,9.39,1563.193397,1048.347665,11.53,1380.886294,1398.83936,1334.02552,1517.043843,38.42523132,38.76310107,12.65,1262.83169,651.4549567,602.7131726,7700.75675,1730.117315,25.82,16.85,10.94,8.27,28326.33428,8576.943669,696.4982304
2015/11/9 00:00,14.814,10.98,18.5,14.45,8616.443202,405.6071457,630.4410241,5558.466065,1736.487125,498.820953,1135.66061,1137.283491,1292.04623,489.197545,486.801171,1260.4224,29071.13867,302.3831805,322.410731,9930.381843,456.365495,624.675141,1770.632457,1123.164731,29889.97,29856.43144,14.53,456.365495,624.675141,5558.466065,1736.487125,498.820953,11.26,12.5,15.39,9.41,1558.865734,1044.387511,11.51,1360.888473,1362.831165,1316.519652,1515.855749,38.1508421,38.1237856,12.66,1260.484108,649.2505055,600.6754876,7672.521765,1724.010946,26.01,17.23,11.08,8.42,28393.48516,8577.044742,695.382819
2015/11/10 00:00,14.601,10.83,18.38,14.5,8468.74289,399.456608,620.833095,5502.383375,1720.357119,497.7156096,1129.384719,1133.646278,1271.45133,481.2532325,478.2735936,1241.73189,28661.66863,298.278454,315.6889805,9790.300402,451.6881875,622.8514944,1744.009155,1102.033767,29425.10379,29510.15236,14.57,451.6881875,622.8514944,5502.383375,1720.357119,497.7156096,11.21,12.39,15.36,9.35,1539.024843,1031.16307,11.34,1353.09356,1358.11319,1295.898739,1491.720771,38.1508421,38.1237856,12.44,1241.615649,638.8743424,591.0742347,7566.023516,1700.647089,25.81,17.23,11.16,8.46,27987.2571,8491.737925,685.909044
2015/11/11 00:00,14.513,10.79,18.5,14.57,8450.535394,397.4442219,617.7501362,5489.579226,1707.650079,490.9135283,1120.255246,1119.113442,1268.848399,480.2971172,476.7966763,1238.194141,28596.07563,296.6541018,315.0512554,9767.574479,451.3873044,618.6710389,1736.888412,1094.982156,29350.68745,29424.81339,14.84,451.3873044,618.6710389,5489.579226,1707.650079,490.9135283,11.39,12.38,15.4,9.35,1531.891558,1025.641313,11.32,1342.335172,1340.748019,1288.515666,1488.526839,37.38564428,37.4359751,12.37,1238.171119,637.5402172,589.8423113,7559.259006,1699.108543,25.9,16.99,11.16,8.59,27899.28343,8501.784607,682.3372862
2015/11/12 00:00,14.728,10.95,18.67,14.55,8619.48148,405.9535936,628.8184645,5563.396764,1731.529105,496.4448528,1125.839369,1119.476071,1291.67202,487.9075932,484.422684,1261.716534,29050.07732,300.7063656,320.77539,9922.323064,458.955558,627.2743368,1768.37715,1113.725574,29857.7733,29949.34404,14.91,458.955558,627.2743368,5563.396764,1731.529105,496.4448528,11.47,12.42,15.41,9.35,1556.829893,1040.957266,11.53,1349.23064,1341.532601,1312.184365,1495.964819,38.06534628,38.12120352,12.63,1261.588092,648.982899,600.42573,7749.275422,1739.425115,25.9,16.81,11.14,8.58,28424.97656,8613.559472,692.2168416
2015/11/13 00:00,14.421,10.74,18.35,14.26,8469.549976,397.5953017,618.3097272,5442.994778,1692.791121,488.3450104,1106.698394,1108.52191,1271.890324,476.5088536,473.8151516,1246.557692,28472.72033,295.8435493,317.5628755,9724.992846,449.8533169,618.404966,1733.926208,1099.182191,29387.89375,29328.69718,14.47,449.8533169,618.404966,5442.994778,1692.791121,488.3450104,11.25,12.23,15.19,9.25,1522.656399,1019.162928,11.37,1326.195221,1328.596113,1289.259178,1478.888666,37.35065945,37.45927262,12.38,1246.641635,639.0154849,591.2066408,7570.830584,1703.979865,25.41,16.62,10.9,8.42,28288.10605,8499.49632,680.8679683
2015/11/16 00:00,14.296,10.61,18.49,14.54,8346.988634,392.038015,611.4366481,5425.526101,1686.767336,486.7435251,1119.448173,1126.149133,1256.502972,470.8947182,467.5720077,1225.449018,28442.89955,296.2079679,313.709665,9714.102332,447.1188278,614.5536411,1705.920136,1079.293336,29031.02262,29062.24524,14.73,447.1188278,614.5536411,5425.526101,1686.767336,486.7435251,11.34,12.31,15.39,9.29,1507.457496,1013.117108,11.25,1341.686704,1349.816836,1266.030205,1450.989756,36.81960805,36.86021745,12.17,1225.152256,631.2069614,583.9820991,7512.520925,1686.437115,25.61,16.68,11.13,8.66,27827.03795,8437.138885,681.9057455
2015/11/17 00:00,14.443,10.69,18.42,14.39,8426.122192,396.129636,618.3816752,5496.945836,1703.162882,489.7067985,1114.887455,1114.916697,1270.308899,477.4791584,469.3462291,1235.576248,28665.56679,295.126966,316.2310172,9789.64175,452.0883468,619.5931895,1714.374409,1091.204752,29284.50905,29239.53288,14.55,452.0883468,619.5931895,5496.945836,1703.162882,489.7067985,11.33,12.43,15.3,9.29,1515.204926,1020.908477,11.34,1336.479992,1336.776694,1259.897993,1460.796044,37.096965,37.07576588,12.31,1235.475871,638.1172606,590.3726423,7573.716374,1698.876122,25.43,16.67,11.05,8.49,28121.14822,8503.943381,679.286648
2015/11/18 00:00,14.382,10.69,18.29,14.23,8389.412065,396.08508,616.6714625,5485.778358,1701.51549,489.6567408,1128.512407,1128.110034,1270.09962,476.2923087,468.9026117,1234.795237,28771.95028,295.7435264,316.868064,9825.880622,450.2167076,617.6991644,1713.398042,1090.224183,29211.93479,29191.56199,14.36,450.2167076,617.6991644,5485.778358,1701.51549,489.6567408,11.14,12.33,15.22,9.19,1515.355502,1018.598797,11.34,1352.300477,1352.184276,1260.725402,1455.282598,37.03395498,37.03555162,12.29,1234.645703,637.9841405,590.2525876,7554.332688,1696.234355,25.22,16.66,10.87,8.28,28150.09671,8514.508936,680.9362667
2015/11/19 00:00,14.548,10.76,18.54,14.43,8457.855991,399.2171119,622.8299563,5527.065456,1711.024366,488.1732864,1125.45774,1119.081147,1279.282346,481.0715712,474.1453184,1242.768226,28874.4809,300.3411312,320.7143808,9860.652806,452.8119024,615.8277952,1733.697821,1102.711993,29481.40657,29367.90171,14.56,452.8119024,615.8277952,5527.065456,1711.024366,488.1732864,11.31,12.53,15.47,9.33,1526.679317,1028.520504,11.42,1349.234885,1341.42444,1276.895787,1487.575822,37.4604912,37.37825,12.38,1242.718985,642.5722924,594.4947093,7611.708931,1708.395559,25.59,16.77,11.11,8.46,28138.0865,8557.422034,691.0474824
2015/11/20 00:00,14.597,10.84,18.59,14.42,8519.346361,402.0906299,625.4743131,5564.1357,1722.590952,496.6736973,1136.392891,1141.054442,1284.683654,483.7525038,477.7727955,1249.312116,29056.24393,300.1360257,322.0652664,9922.163162,456.2591274,626.529893,1743.865589,1110.968064,29724.92212,29761.92,14.51,456.2591274,626.529893,5564.1357,1722.590952,496.6736973,11.38,12.63,15.49,9.37,1537.665266,1034.274636,11.48,1362.23134,1367.865264,1287.011406,1494.788691,37.6397415,37.65104336,12.48,1249.033752,645.259725,596.9826653,7688.326329,1727.827786,25.59,16.7,11.16,8.45,28342.07075,8611.645553,691.2620352
2015/11/23 00:00,14.576,10.82,18.58,14.34,8510.206662,400.8447301,624.4576787,5552.628774,1718.56155,495.1336663,1132.159373,1131.385654,1286.407074,483.8063796,475.2725692,1249.505365,29050.01639,299.9206215,319.5875475,9919.34191,454.9615548,624.7534579,1747.078593,1113.731464,29718.03631,29733.45612,14.45,454.9615548,624.7534579,5552.628774,1718.56155,495.1336663,11.3,12.61,15.4,9.34,1535.659139,1034.152526,11.46,1357.017894,1356.129648,1281.911864,1487.147388,37.49827224,37.50530649,12.44,1249.520095,646.04213,597.7073815,7687.801373,1726.756103,25.46,16.63,11.08,8.33,28422.64146,8643.941759,690.6368847
2015/11/24 00:00,14.467,10.78,18.55,14.32,8475.366308,398.5210106,620.5073648,5501.35824,1701.164051,488.2094121,1129.088286,1128.701132,1284.521304,480.0589988,471.8312234,1244.35484,28914.87694,297.990238,318.6203314,9872.97327,451.897284,617.8410333,1740.459467,1109.280122,29538.03675,29529.52575,14.49,451.897284,617.8410333,5501.35824,1701.164051,488.2094121,11.34,12.6,15.31,9.28,1530.228991,1028.884976,11.44,1353.727081,1353.465636,1278.195663,1477.835103,37.26515284,37.25544569,12.36,1244.197589,645.0702744,596.8089544,7613.814312,1712.952676,25.46,16.56,11.13,8.39,28576.93636,8627.308583,686.032471
2015/11/25 00:00,14.368,10.71,18.68,14.44,8431.465872,395.6514168,617.4238464,5507.58264,1701.898536,491.918341,1124.69604,1130.261702,1276.80261,479.91384,473.092267,1234.390632,28798.09512,295.783632,315.698424,9832.683696,451.837248,622.306335,1732.260432,1104.141363,29354.40341,29612.71714,14.59,451.837248,622.306335,5507.58264,1701.898536,491.918341,11.43,12.63,15.38,9.3,1522.99188,1025.775024,11.39,1348.32936,1355.128697,1276.686722,1474.674024,37.054572,37.20338934,12.27,1234.20683,641.168155,593.1963593,7587.862224,1707.122088,25.6,16.6,11.23,8.53,28367.80502,8604.16956,681.020592
2015/11/26 00:00,14.407,10.67,18.63,14.34,8431.334926,395.4875872,620.0136144,5526.49266,1705.03744,489.933642,1124.69604,1130.261702,1278.065195,479.7257238,470.1558675,1235.122058,28824.74686,295.6183056,314.9119782,9841.735094,452.910789,620.397558,1728.255249,1103.454188,29310.03178,29295.74173,14.47,452.910789,620.397558,5526.49266,1705.03744,489.933642,11.32,12.58,15.33,9.27,1514.389793,1023.545682,11.36,1348.32936,1355.128697,1265.777568,1486.593824,37.1157939,37.13293374,12.29,1235.10398,641.7762231,593.7578691,7568.351842,1703.075371,25.43,16.54,11.1,8.43,28432.98721,8630.484869,680.5107234
2015/11/27 00:00,14.206,10.5,18.19,13.66,8317.673813,388.6634657,609.772418,5417.792822,1667.013176,480.2185602,1104.232153,1107.257755,1258.699957,470.5702548,461.7352024,1222.038793,28373.35182,290.7428492,308.7912202,9687.052944,444.9743832,610.9970352,1697.531331,1086.981192,28783.54207,28909.71531,14.05,444.9743832,610.9970352,5417.792822,1667.013176,480.2185602,10.79,12.31,14.84,8.98,1486.529466,1005.786493,11.16,1323.765975,1327.663078,1245.359825,1461.261747,36.45770942,36.59212475,12.08,1222.119078,632.0244187,584.7376867,7458.571354,1674.232524,24.52,15.82,10.58,7.98,28191.88365,8497.501219,669.430488
2015/11/30 00:00,14.125,10.48,18.24,13.8,8300.095769,387.952819,607.4546002,5416.9599,1667.438747,480.3102304,1108.014525,1110.065757,1258.172653,472.0962628,461.1951344,1217.995226,28312.31544,291.5309328,308.2742634,9665.497965,444.1907118,609.5977888,1696.985801,1087.853585,28746.98544,28781.42627,14.18,444.1907118,609.5977888,5416.9599,1667.438747,480.3102304,10.88,12.33,14.97,9.02,1489.828123,1006.56964,11.17,1328.304228,1330.758229,1240.04841,1460.609369,36.2772163,36.25425492,12.08,1218.025191,631.6831845,584.4210301,7437.650093,1669.08025,24.71,15.9,10.6,8,27893.40388,8507.581748,671.7030276
