Datetime,51E,51G,57F,59D,59F,59I,67G,67H,68A,68P,696,69J,69K,69L,706,E78,E79
2014/4/30 00:00,488.1799014,401.5766114,558.2895699,381.2118266,340.9664123,504.7291996,358.3960052,328.7717492,7898.994698,7436.025236,34967.81828,291.3404879,273.6275187,28.1993084,3521.927647,4009.714172,2382.649565
2014/5/2 00:00,490.344142,403.4786908,559.8097627,381.7849885,341.8722021,505.0808106,359.9100018,329.333363,7898.562179,7416.56601,35082.4631,291.7168459,273.2861625,28.25026039,3522.05414,4014.845622,2386.005108
2014/5/5 00:00,490.4487859,403.3115301,560.2422475,381.8591101,341.7602829,505.4823566,359.9541074,329.3595169,7877.654476,7397.53077,34992.48748,291.7649806,273.393701,28.4007984,3512.946917,4008.977557,2382.395333
2014/5/6 00:00,489.7126806,402.7726859,561.654235,381.3168247,341.2719192,506.7695931,359.4384852,328.899341,7890.68719,7433.068407,35051.21227,291.3591281,273.8424975,28.19315224,3518.942302,4020.182604,2389.114673
2014/5/7 00:00,490.2865352,403.1070553,562.1226903,381.7495911,341.5685989,507.1625708,359.8189745,329.2307417,7887.480488,7461.409936,35038.30778,291.6440179,275.2397394,28.25823468,3517.646765,4016.289257,2386.726799
2014/5/8 00:00,490.320504,403.104816,563.5505483,381.77604,341.562096,508.4265403,359.843904,329.253552,7896.77568,7503.50984,35080.8588,291.664224,276.4167896,28.50627038,3521.81232,4018.07592,2387.7972
2014/5/9 00:00,490.8809628,403.5200243,560.2054889,382.2154223,341.8996317,505.4200125,360.2167611,329.6178003,7890.548605,7486.10784,35054.21784,291.9877172,276.3187992,28.73140634,3519.182264,4006.532577,2380.925061
2014/5/12 00:00,490.4239244,403.1059419,558.3231779,381.8501122,341.5727302,503.7421093,359.8696519,329.2842036,7880.055411,7479.986394,35010.52551,291.6939933,276.1980448,28.72804402,3514.760145,4005.69735,2380.41139
2014/5/13 00:00,489.7213824,402.4060147,559.8382787,381.3173895,340.983128,505.1062993,359.3828024,328.8375301,7909.442945,7481.90305,35141.26314,291.2828581,274.857511,28.65489924,3527.963836,4011.672845,2383.800177
2014/5/14 00:00,491.2707878,403.5697651,558.0198042,382.5058047,341.9493704,503.4606296,360.4143341,329.7703517,7944.165354,7569.327868,35297.3951,292.1151227,277.5998196,28.971805,3543.701561,4023.609295,2391.076817
2014/5/15 00:00,493.2301769,405.155517,556.3290775,384.04297,343.2978684,501.9634624,361.8430814,331.0954807,7950.580494,7553.355702,35326.81857,293.3103642,277.870149,28.96242528,3546.545461,4027.996105,2393.661453
2014/5/16 00:00,494.255339,405.892961,557.7195602,384.837037,343.9033542,503.1866126,362.5425294,331.7289822,7942.947025,7525.728374,35292.9911,293.8464447,277.6427469,28.8496755,3543.255834,4024.188846,2391.372938
2014/5/19 00:00,493.5399555,405.2461103,557.2444575,384.2668889,343.3951397,502.7993678,361.9293007,331.200024,7933.164263,7521.950464,35252.94021,293.3770537,277.3994572,28.91028789,3538.998433,4021.067735,2389.518219
2014/5/20 00:00,493.2695165,404.9871998,556.4372076,384.0869729,343.1623957,502.0336886,361.7370193,330.9907318,7947.52269,7470.536498,35317.75911,293.2072291,274.8131223,28.71240495,3545.48791,4020.575437,2389.33085
2014/5/21 00:00,494.0125013,405.4776289,557.0306524,384.6583364,343.5636516,502.5497816,362.2375598,331.4769796,7933.389334,7429.454498,35255.61356,293.6154796,274.1942123,28.70671595,3539.279728,4013.379438,2385.002552
2014/5/22 00:00,492.4276428,404.1848023,555.6227826,383.4217811,342.4993147,501.2948547,361.0592828,330.3976119,7918.617956,7437.529358,35190.60498,292.6740994,274.0716152,28.81135464,3532.731499,4006.538816,2380.806321
2014/5/23 00:00,491.889938,403.731237,553.6329912,382.99689,342.101635,499.528697,360.66295,330.029235,7929.15232,7430.071067,35239.03379,292.333166,273.0922007,28.85174905,3537.81682,4008.0368,2381.88452
2014/5/27 00:00,492.7575083,404.3857999,554.8791515,383.6882949,342.6553405,500.61808,361.2106839,330.526482,7938.971538,7457.350629,35286.83222,292.7821982,274.1710004,28.7610117,3542.411159,4009.161015,2382.626771
2014/5/28 00:00,493.0958321,404.6015024,554.0688132,383.9176489,342.8514557,499.9021393,361.4247119,330.7305969,7970.218433,7476.432198,35426.97871,292.9509052,273.9536947,28.50362826,3556.657964,4016.165148,2386.482519
2014/5/30 00:00,493.6530336,404.7912804,551.7194076,384.3864341,342.9757152,497.7584185,361.7277388,330.9852385,7937.455152,7506.692087,35284.15635,293.2107292,276.4282017,28.7237694,3542.149088,4007.343522,2381.266597
2014/6/3 00:00,491.5864381,402.9559678,550.9457142,381.6401593,340.7222251,496.1006245,360.1138986,328.6963811,7862.797453,7391.903638,35069.76627,291.0554894,272.715071,27.85091535,3509.441925,3989.273101,2370.594499
2014/6/4 00:00,490.583376,402.2019075,552.0888065,380.8591074,340.1000786,497.1052682,359.4862046,328.119212,7867.937472,7396.309952,35092.80126,290.5510674,272.2192844,27.4419364,3511.477622,3991.314341,2371.790157
2014/6/5 00:00,490.0543312,401.8644101,551.2775388,380.4713586,339.7914632,496.3668072,359.1384845,327.8161686,7876.012877,7412.41915,35130.33922,290.265496,272.2347902,27.54188712,3515.260484,3993.971383,2373.395078
2014/6/6 00:00,490.6217624,402.1534238,555.0365092,380.8861285,340.0360762,499.783263,359.468428,328.0939033,7882.134911,7472.751423,35158.11793,290.5226843,274.4782308,27.7721199,3518.278438,4001.680751,2377.906212
2014/6/10 00:00,490.1844085,401.2648606,552.7507187,380.5600386,339.2705966,497.7124583,358.9537003,327.6109871,7873.541985,7476.913396,35124.27317,290.0778626,274.4978332,27.63800914,3514.711158,3986.805142,2369.184574
2014/6/11 00:00,489.4936525,400.72693,550.2898762,380.0297145,338.84556,495.5130167,358.4613535,327.190234,7852.625695,7479.64067,35031.76451,289.700938,274.9627205,27.42099752,3505.60965,3985.340465,2368.31418
2014/6/12 00:00,489.621468,400.8370155,550.2890557,380.1056205,338.9432855,495.5120916,358.502906,327.195495,7890.54921,7521.092785,35201.3078,289.7287565,275.1653747,27.59814904,3522.53442,3994.84968,2373.894955
2014/6/13 00:00,491.2014319,402.2117452,552.6420077,381.3543178,340.0902719,497.6511296,359.6854342,328.2790774,7879.839907,7524.286655,35154.683,290.681611,276.5553753,27.64785555,3517.812507,3992.664601,2372.757774
2014/6/16 00:00,490.9629481,401.9811745,551.0729675,381.1486174,339.9043629,496.189271,359.5044022,328.1202902,7885.408457,7512.272207,35183.57365,290.5435277,275.7680264,27.57056874,3520.792339,3998.768758,2376.354461
2014/6/17 00:00,491.3140619,402.2274965,552.1013789,381.4215892,340.1104381,497.1561844,359.7136918,328.3244328,7865.955871,7462.909509,35097.04001,290.7114415,274.7524836,27.65530656,3512.049175,3988.901328,2370.430246
2014/6/18 00:00,489.7694715,401.059461,551.8641133,380.2201264,339.1128096,496.9344209,358.5989408,327.3249032,7881.658899,7470.039189,35167.65528,289.8261292,273.644889,27.457536,3518.930654,3995.859727,2374.421162
2014/6/19 00:00,490.1604214,401.4335457,555.3904385,380.5283644,339.4388702,500.0765806,358.9023148,327.6046153,7876.08712,7535.906324,35143.53205,290.0593903,276.4940228,27.82740675,3516.635954,4002.320985,2378.264732
2014/6/20 00:00,490.5846376,401.5596262,554.858049,380.8442486,339.5638228,499.6055325,359.1667636,327.8381374,7888.680347,7530.79141,35201.10889,290.2858783,276.052667,27.7315015,3522.516158,3999.962014,2377.006892
2014/6/24 00:00,490.4426301,401.4295901,554.3301564,380.7679938,339.4147698,499.1383494,358.9652047,327.6424649,7902.159651,7548.005972,35265.26065,290.1032274,275.9935702,28.09668213,3528.688325,4003.784915,2379.086716
2014/6/25 00:00,492.0332095,402.6600485,555.2336543,381.9846165,340.483495,499.9352454,360.1071245,328.6732555,7914.96407,7528.038445,35323.73516,291.018726,275.748405,28.041849,3534.65743,4014.8804,2385.788585
2014/6/26 00:00,491.8140634,402.4669421,554.8695874,381.8322259,340.322855,499.6440513,359.9678246,328.5658656,7909.874554,7556.380634,35302.46026,290.925504,276.8086869,28.05807615,3532.49545,4008.773491,2382.289978
2014/6/27 00:00,492.3202456,402.8510561,553.8715945,382.2066248,340.6480964,498.7333936,360.363678,328.9026435,7897.618546,7557.383695,35247.44491,291.2093279,277.5548037,28.07899176,3526.931782,4007.836166,2381.750126
2014/6/30 00:00,491.2111964,401.9136677,554.4396766,381.3318587,339.8391712,499.2530558,359.4936021,328.142242,7890.192025,7536.008214,35217.62904,290.538559,276.3278019,28.04879005,3524.036476,4008.965434,2382.164895
2014/7/1 00:00,492.0777764,402.6607964,556.5447044,380.9576459,339.7964984,500.2262168,360.1226214,327.9121525,7875.100417,7562.468275,35151.02126,290.2235091,277.1216246,27.88421108,3517.40715,4006.850613,2369.385327
2014/7/2 00:00,490.0911701,401.0924319,554.7411329,379.4109516,338.4703358,498.5844751,358.7163526,326.6277618,7814.902647,7503.539457,34998.99306,289.0963718,276.3761713,27.56784032,3490.867848,3992.68197,2361.038436
2014/7/3 00:00,488.675264,399.915024,554.7806786,378.331168,337.498464,498.6360725,357.705264,325.70368,7814.7928,7432.369016,34999.37504,288.28368,272.9925837,27.30604319,3490.83696,3988.972,2358.9568
2014/7/4 00:00,488.1372965,399.4912042,552.8666133,377.9059855,337.1305793,496.8883602,357.2787793,325.3350506,7815.884942,7423.050616,35004.5785,287.942626,272.3214514,27.36610412,3491.356732,3989.523221,2359.105732
2014/7/7 00:00,488.564732,399.8219384,553.2484127,378.2504288,337.3844022,497.2557315,357.5777321,325.6099532,7836.749675,7444.953823,35101.34018,288.1594157,272.6178878,27.22489231,3500.876246,3996.421758,2363.278718
2014/7/8 00:00,489.6873459,400.6151388,554.0017804,379.126319,338.0967593,497.9132243,358.3867607,326.3183685,7857.355498,7488.376862,35194.31118,288.7953526,274.1009393,27.47709244,3510.43998,4006.750797,2369.464568
2014/7/9 00:00,491.1141901,401.7662239,554.5865335,380.2232367,339.0548579,498.4506596,359.3693854,327.219698,7858.246516,7501.356647,35199.86276,289.6168484,275.125831,27.73919435,3510.697923,4008.373885,2370.327837
2014/7/10 00:00,491.2241776,401.95697,555.0184581,380.306453,339.1914325,498.8429966,359.494407,327.3330581,7848.087811,7470.201208,35154.9895,289.7216483,274.4820229,27.63560592,3506.305715,4003.998097,2367.781987
2014/7/11 00:00,492.0315257,402.7184766,554.7012934,380.915056,339.8574454,498.5290106,360.0413548,327.8310745,7867.525914,7507.892884,35242.66525,290.1624413,275.5769349,27.69289236,3515.23925,4012.189291,2372.584055
2014/7/14 00:00,492.7734878,403.2192192,555.7764956,381.4981839,340.2762191,499.5279543,360.5571857,328.3056485,7860.37466,7499.191587,35214.47848,290.5638496,275.92695,27.67307544,3512.26741,4012.691263,2372.813099
2014/7/15 00:00,492.6646616,403.1083865,556.2088338,381.4178026,340.1996846,499.9004645,360.4782776,328.2428254,7871.999591,7491.399407,35266.12556,290.5096212,275.145426,27.71798358,3517.359509,4013.358872,2373.34644
