Date,2330.TW,2317.TW,2303.TW,2327.TW,2454.TW
2019-01-02,202.7030792236328,63.392208099365234,10.150394439697266,251.87757873535156,210.47071838378906
2019-01-03,199.00917053222656,62.30703353881836,9.967503547668457,243.0538330078125,213.33425903320312
2019-01-04,192.08309936523438,61.13142776489258,9.784613609313965,232.2246856689453,207.12991333007812
2019-01-07,196.7004852294922,62.66876220703125,10.058948516845703,237.8397979736328,209.0389404296875
2019-01-08,194.85354614257812,62.03573989868164,10.013226509094238,235.8343963623047,211.90249633789062
2019-01-09,199.00917053222656,63.21134948730469,10.150394439697266,243.4549102783203,215.72056579589844
2019-01-10,199.4709014892578,62.66876220703125,10.196115493774414,244.25704956054688,215.72056579589844
2019-01-11,203.62657165527344,62.75918960571289,10.241839408874512,245.46029663085938,217.15232849121094
2019-01-14,201.77960205078125,62.12616729736328,10.150394439697266,246.262451171875,220.97039794921875
2019-01-15,204.08828735351562,63.57307052612305,10.287561416625977,251.87757873535156,222.4021759033203
2019-01-16,200.85614013671875,63.482635498046875,10.333283424377441,254.6851043701172,226.22023010253906
2019-01-17,203.62657165527344,63.66350173950195,10.287561416625977,251.47647094726562,226.22023010253906
2019-01-18,201.77960205078125,64.02523040771484,10.424728393554688,255.4872589111328,232.90182495117188
2019-01-21,204.08828735351562,64.38694763183594,10.699063301086426,256.6905212402344,233.3791046142578
2019-01-22,205.93527221679688,63.93479537963867,10.699063301086426,253.88294982910156,230.9927978515625
2019-01-23,203.62657165527344,63.030479431152344,10.561896324157715,253.88294982910156,230.03829956054688
2019-01-24,205.47349548339844,63.30177688598633,10.699063301086426,252.6797332763672,233.3791046142578
2019-01-25,208.70567321777344,63.93479537963867,10.9276762008667,263.50885009765625,236.71990966796875
2019-01-28,211.47610473632812,64.02523040771484,10.83623218536377,263.1077575683594,237.19715881347656
2019-01-29,205.47349548339844,63.21134948730469,10.97339916229248,257.49267578125,234.33360290527344
2019-01-30,204.08828735351562,63.30177688598633,10.379007339477539,257.89373779296875,231.94732666015625
2019-02-11,210.55264282226562,63.21134948730469,9.921781539916992,263.1077575683594,247.69683837890625
2019-02-12,212.3995819091797,65.11039733886719,10.150394439697266,282.35955810546875,245.7877960205078
2019-02-13,211.47610473632812,65.11039733886719,10.150394439697266,306.82537841796875,247.21957397460938
2019-02-14,209.62916564941406,64.56781005859375,10.333283424377441,301.21026611328125,243.87876892089844
2019-02-15,209.62916564941406,63.57307052612305,10.424728393554688,288.7768249511719,240.5379638671875
2019-02-18,212.3995819091797,64.20608520507812,10.470451354980469,298.00164794921875,241.96974182128906
2019-02-19,211.47610473632812,65.11039733886719,10.470451354980469,295.1940612792969,238.62893676757812
2019-02-20,216.5552215576172,66.19557189941406,10.424728393554688,299.2048645019531,243.87876892089844
2019-02-21,218.40219116210938,66.7381591796875,10.470451354980469,305.62213134765625,247.21957397460938
2019-02-22,218.40219116210938,66.46686553955078,10.51617431640625,301.21026611328125,251.99215698242188
2019-02-25,219.78741455078125,66.37643432617188,10.653341293334961,300.8092041015625,269.65069580078125
2019-02-26,221.172607421875,65.83384704589844,10.653341293334961,298.4027099609375,263.9236145019531
2019-02-27,220.7108917236328,65.74341583251953,10.470451354980469,277.5466003417969,267.264404296875
2019-03-04,217.47869873046875,65.29125213623047,10.470451354980469,280.35418701171875,264.4008483886719
2019-03-05,215.17002868652344,65.01996612548828,10.607619285583496,272.7336730957031,260.5827941894531
2019-03-06,216.09349060058594,65.56255340576172,10.699063301086426,272.3326110839844,267.264404296875
2019-03-07,216.09349060058594,64.74867248535156,10.83623218536377,269.5250244140625,261.53729248046875
2019-03-08,212.3995819091797,63.93479537963867,10.607619285583496,269.9261169433594,255.33294677734375
2019-03-11,212.861328125,63.66350173950195,10.470451354980469,272.3326110839844,257.71923828125
2019-03-12,217.47869873046875,64.38694763183594,10.653341293334961,266.31640625,258.1965026855469
2019-03-13,218.86392211914062,63.93479537963867,10.561896324157715,271.12933349609375,260.5827941894531
2019-03-14,216.5552215576172,64.29651641845703,10.470451354980469,271.9315185546875,260.10552978515625
2019-03-15,220.7108917236328,63.8443603515625,10.653341293334961,277.1455383300781,263.44635009765625
2019-03-18,222.55783081054688,65.11039733886719,10.699063301086426,273.53582763671875,265.3553466796875
2019-03-19,222.0960693359375,65.3816909790039,10.699063301086426,267.5196228027344,262.9690856933594
2019-03-20,223.48129272460938,65.47212982177734,10.561896324157715,268.3218078613281,262.0145568847656
2019-03-21,226.71347045898438,66.01470947265625,10.607619285583496,268.3218078613281,264.87811279296875
2019-03-22,229.48391723632812,66.01470947265625,10.790509223937988,265.5142517089844,271.08245849609375
2019-03-25,223.01954650878906,64.38694763183594,10.653341293334961,255.086181640625,263.9236145019531
2019-03-26,225.32826232910156,64.9295425415039,10.653341293334961,259.09698486328125,268.2189025878906
2019-03-27,223.01954650878906,65.01996612548828,10.653341293334961,259.8991394042969,266.7871398925781
2019-03-28,223.48129272460938,64.9295425415039,10.653341293334961,258.2948303222656,263.9236145019531
2019-03-29,226.71347045898438,66.46686553955078,10.653341293334961,259.09698486328125,269.65069580078125
2019-04-01,226.71347045898438,73.06834411621094,10.561896324157715,257.49267578125,272.5142517089844
2019-04-02,227.17520141601562,74.15351104736328,10.607619285583496,256.6905212402344,277.28680419921875
2019-04-03,227.63693237304688,74.06307983398438,10.561896324157715,264.71209716796875,277.28680419921875
2019-04-08,233.6395263671875,74.51522827148438,10.881953239440918,260.30023193359375,281.1048583984375
2019-04-09,234.56301879882812,74.60566711425781,11.247734069824219,264.71209716796875,285.8774719238281
2019-04-10,234.56301879882812,75.05781555175781,11.202012062072754,263.9099426269531,286.3547058105469
2019-04-11,232.71604919433594,75.7812728881836,11.064844131469727,263.9099426269531,278.2413330078125
2019-04-12,232.71604919433594,78.22290802001953,11.156288146972656,261.5034484863281,280.1503601074219
2019-04-15,235.9482421875,80.7549819946289,11.019121170043945,265.1131591796875,283.013916015625
2019-04-16,237.3334503173828,81.29756164550781,11.064844131469727,266.71746826171875,286.3547058105469
2019-04-17,241.4890899658203,83.01576232910156,11.156288146972656,276.7444763183594,275.3778076171875
2019-04-18,244.25953674316406,82.83489990234375,10.97339916229248,265.5142517089844,277.7640686035156
2019-04-19,244.25953674316406,80.39325714111328,11.064844131469727,267.5196228027344,276.8095703125
2019-04-22,245.64476013183594,79.39851379394531,10.881953239440918,262.7066955566406,275.85504150390625
2019-04-23,247.49171447753906,79.85067749023438,10.9276762008667,257.89373779296875,276.8095703125
2019-04-24,248.41519165039062,78.58463287353516,10.9276762008667,256.2894287109375,276.3323059082031
2019-04-25,247.02999877929688,78.49420928955078,11.979293823242188,257.89373779296875,274.9005126953125
2019-04-26,240.1038818359375,79.03678894042969,12.299351692199707,255.88836669921875,276.8095703125
2019-04-29,239.6421356201172,79.39851379394531,12.207906723022461,241.04843139648438,274.42327880859375
2019-04-30,239.180419921875,78.58463287353516,12.299351692199707,244.25704956054688,282.0594177246094
2019-05-02,239.180419921875,78.58463287353516,12.390795707702637,243.4549102783203,284.4456787109375
2019-05-03,244.72128295898438,79.7602310180664,12.665130615234375,240.64735412597656,294.94537353515625
2019-05-06,239.180419921875,76.77600860595703,12.070738792419434,235.43331909179688,292.0818176269531
2019-05-07,242.41256713867188,78.31333923339844,12.436519622802734,235.03225708007812,296.8543701171875
2019-05-08,240.1038818359375,77.68032836914062,12.299351692199707,236.2354736328125,295.8998718261719
2019-05-09,236.8717041015625,76.23342895507812,12.025015830993652,229.41714477539062,286.3547058105469
2019-05-10,236.40997314453125,75.69083404541016,12.070738792419434,225.00527954101562,284.9229736328125
2019-05-13,231.3308563232422,73.4300537109375,11.84212589263916,208.1599578857422,273.46875
2019-05-14,229.48391723632812,72.0735855102539,11.887848854064941,206.95672607421875,275.85504150390625
2019-05-15,229.9456329345703,70.35540771484375,11.796402931213379,207.75888061523438,276.8095703125
2019-05-16,228.09869384765625,68.63721466064453,11.84212589263916,199.7373046875,274.9005126953125
2019-05-17,223.01954650878906,67.55203247070312,11.887848854064941,200.1383819580078,277.7640686035156
2019-05-20,219.78741455078125,67.82333374023438,11.659235954284668,201.74269104003906,276.8095703125
2019-05-21,216.09349060058594,67.82333374023438,11.84212589263916,206.95672607421875,277.28680419921875
2019-05-22,219.78741455078125,66.91901397705078,11.887848854064941,203.34701538085938,274.42327880859375
2019-05-23,212.3995819091797,64.65824127197266,11.75068187713623,196.12757873535156,278.7185974121094
2019-05-24,215.17002868652344,64.56781005859375,11.84212589263916,194.1221923828125,273.9460144042969
2019-05-27,213.3230743408203,64.56781005859375,11.70495891571045,196.52867126464844,268.2189025878906
2019-05-28,212.861328125,64.38694763183594,11.38490104675293,196.92974853515625,267.7416687011719
2019-05-29,211.9378662109375,65.29125213623047,11.522068977355957,204.5502471923828,267.7416687011719
2019-05-30,213.3230743408203,66.37643432617188,11.659235954284668,201.34161376953125,283.013916015625
2019-05-31,217.47869873046875,66.8285903930664,11.796402931213379,209.36318969726562,296.8543701171875
2019-06-03,219.78741455078125,66.37643432617188,12.070738792419434,210.16534423828125,299.7179260253906
2019-06-04,215.17002868652344,64.9295425415039,11.887848854064941,211.36859130859375,296.8543701171875
2019-06-05,217.0169677734375,64.20608520507812,11.796402931213379,205.35240173339844,298.763427734375
2019-06-06,214.2465362548828,64.29651641845703,11.933571815490723,196.52867126464844,293.03631591796875
2019-06-10,221.6343536376953,65.2008285522461,12.16218376159668,201.34161376953125,301.6269836425781
2019-06-11,225.7899932861328,65.47212982177734,12.25362777709961,201.74269104003906,293.9908447265625
2019-06-12,227.17520141601562,66.64772033691406,12.390795707702637,199.7373046875,295.4226379394531
2019-06-13,221.6343536376953,67.09988403320312,12.573686599731445,198.1329803466797,295.4226379394531
2019-06-14,217.9404296875,67.91376495361328,12.527962684631348,201.34161376953125,293.03631591796875
2019-06-17,215.17002868652344,69.08936309814453,12.482240676879883,209.36318969726562,286.83197021484375
2019-06-18,217.47869873046875,68.63721466064453,12.116460800170898,206.95672607421875,294.4681091308594
2019-06-19,225.32826232910156,69.81281280517578,12.482240676879883,211.76966857910156,294.4681091308594
2019-06-20,226.25172424316406,70.26496887207031,12.25362777709961,216.58262634277344,295.8998718261719
2019-06-21,229.48391723632812,69.45109558105469,12.527962684631348,214.5772247314453,299.2406921386719
2019-06-24,229.96102905273438,69.72238159179688,12.573686599731445,217.38478088378906,301.14971923828125
2019-06-25,227.5755157470703,69.08936309814453,12.527962684631348,211.36859130859375,297.3316345214844
2019-06-26,223.7587432861328,68.99893951416016,12.61940860748291,213.3739776611328,296.37713623046875
2019-06-27,229.48391723632812,69.99368286132812,12.802298545837402,214.5772247314453,298.763427734375
2019-06-28,228.05262756347656,69.99368286132812,12.756575584411621,211.76966857910156,299.7179260253906
2019-07-01,237.11749267578125,71.80229949951172,13.122356414794922,218.5880126953125,299.7179260253906
2019-07-02,237.59457397460938,71.531005859375,13.03091049194336,217.7858428955078,304.49053955078125
2019-07-03,231.3922882080078,70.08411407470703,12.848021507263184,216.58262634277344,303.0587463378906
2019-07-04,232.82359313964844,70.26496887207031,12.93946647644043,222.1977081298828,304.49053955078125
2019-07-05,231.86940002441406,70.71711730957031,12.893743515014648,222.9998779296875,306.3995361328125
2019-07-08,231.3922882080078,71.4405746459961,12.756575584411621,220.59341430664062,308.3636474609375
2019-07-09,230.9152069091797,70.44583129882812,12.802298545837402,211.76966857910156,307.87261962890625
2019-07-10,235.6861572265625,70.44583129882812,13.396690368652344,215.78045654296875,312.2918395996094
2019-07-11,238.5487518310547,70.71711730957031,13.671026229858398,217.7858428955078,316.7110595703125
2019-07-12,239.02584838867188,70.1745376586914,13.350969314575195,219.39016723632812,312.2918395996094
2019-07-15,242.84263610839844,70.62669372558594,13.625303268432617,214.5772247314453,308.85467529296875
2019-07-16,244.27392578125,72.34488677978516,13.330036163330078,216.18153381347656,308.3636474609375
2019-07-17,240.4571533203125,71.71187591552734,13.092000007629395,214.17613220214844,304.4354553222656
2019-07-18,242.3655548095703,71.4405746459961,13.139607429504395,207.75888061523438,296.57904052734375
2019-07-19,247.1365203857422,71.71187591552734,13.139607429504395,206.55564880371094,299.0341796875
